id,twitter_query,followers_count,statuses_count,favourites_count,name,listed_count,friends_count,cluster,messages_sent,messages_received,out_degree,in_degree,degree,messages_total,contribution_index,sentiment_avg,emotionality_avg,complexity_avg
7ja9n,BTC,66,1734,493,まっちん,1,55,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
_janjerome,LINK,0,0,0,Jan Ochoa,0,0,cluster_4,,,,,,,,,,
aleexa_44,SOL,0,0,0,AleexA🦁,0,0,cluster_4,,,,,,,,,,
angelarichter_,LINK,0,0,0,Angela Richter 🐘,0,0,cluster_4,,,,,,,,,,
arinibrc,SOL,0,0,0,DANIEL ALBERTO ARINI,0,0,cluster_4,,,,,,,,,,
arul61529216,BTC,7,201,113,Arul,1,501,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.3335876166820526,0.2764809727668762,10.78995418548584
athrouvalas,ETH2,0,0,0,Andrew Throuvalas,0,0,cluster_4,,,,,,,,,,
bravogurl3,SHIB,0,0,0,Ramona’s pinot gris,0,0,cluster_4,,,,,,,,,,
brayjaenz,BTC,25,52,19,muksin,0,86,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.17138448357582092,0.15932676196098328,5.077252388000488
ceren8290,BTC,152,1040,1565,Pitbul Token Ceren,1,390,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.801397442817688,0.3640884757041931,9.105535507202148
crauliin,BTC,237,1423,4162,Crau Lin ⓥ MVA #3700,1,438,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.6456560492515564,0.14889603853225708,6.264550685882568
cryptochronic_,BTC,227,493,600,Dastardlii,0,265,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.5396831035614014,0.13762588798999786,9.328082084655762
dcg_r,BTC,22,2419,121,becky g,0,47,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.5133426785469055,0.013438286259770393,12.284838676452637
dicky_dicky21,SOL,0,0,0,Dicky,0,0,cluster_4,,,,,,,,,,
dieguito_elfavo,LINK,0,0,0,🅳🅸🅴🅶🅾 𝐄ᒪ FΛVØ!!! 😎,0,0,cluster_4,,,,,,,,,,
dk642,BTC,91,1276,349,dk64,7,1235,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
dungkhanh123,BTC,3,82,200,Dũng,0,89,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9462106227874756,0.1688801795244217,4.2757768630981445
ecryptore,DOGE,0,0,0,reece,0,0,cluster_4,,,,,,,,,,
eflangan,LINK,0,0,0,Ezequiel Fernández Langan,0,0,cluster_4,,,,,,,,,,
eiephantinroom,SOL,0,0,0,Elephantinroom,0,0,cluster_4,,,,,,,,,,
ethernalsnft,ETH,0,0,0,ΞTHΞRNALS,0,0,cluster_4,,,,,,,,,,
ethiopia_info,LINK,0,0,0,Ethiopian Information Center,0,0,cluster_4,,,,,,,,,,
fegovoybender,LINK,0,0,0,bebim,0,0,cluster_4,,,,,,,,,,
finneas,SOL,0,0,0,FINNEAS,0,0,cluster_4,,,,,,,,,,
gezgin33,BTC,1,5,1,murat,0,14,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
ghmusiclounge,LINK,0,0,0,The Ghanaian Music Lounge,0,0,cluster_4,,,,,,,,,,
guillemotlisa,SOL,0,0,0,Lisa Guillemot,0,0,cluster_4,,,,,,,,,,
haradabet1921,BTC,400,8420,6066,Jonashow,3,1118,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.6758707761764526,0.1984051614999771,10.619915962219238
harsh88931276,BTC,60,3257,2851,Harsh,1,197,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.5546991974115372,0.15389620512723923,3.637869119644165
hsyndndras,BTC,61,1839,2719,Dündar,0,604,cluster_4,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.3423875868320465,0.30556315183639526,5.962644577026367
igorferss,LINK,0,0,0,Igor Fernandes,0,0,cluster_4,,,,,,,,,,
ildo77ore,SOL,0,0,0,sol • SELESAIKAN KOMISI MU,0,0,cluster_4,,,,,,,,,,
jackrgriff,LINK,0,0,0,Jack Griffiths,0,0,cluster_4,,,,,,,,,,
jayjaysarps,LINK,0,0,0,Sarps🌚,0,0,cluster_4,,,,,,,,,,
john87081757,BTC,1,199,0,John,0,0,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7157032489776611,0.21084080636501312,6.281405448913574
jordanbtcmoon,BTC,0,0,0,Jordan #BSTS,0,0,cluster_4,,,,,,,,,,
joshieyamaguchi,LINK,0,0,0,🕊,0,0,cluster_4,,,,,,,,,,
juninhocenas,LINK,0,0,0,Juninho Cenas,0,0,cluster_4,,,,,,,,,,
kadee13248970,BTC,1,26,0,Kadee,0,23,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.6735572218894958,0.25866690278053284,6.672324180603027
kawesqarselas,LINK,0,0,0,Margarita Saraguita Kawesqar Seles,0,0,cluster_4,,,,,,,,,,
keirakeenan,ETH,0,0,0,Keira | CATGIRL¢,0,0,cluster_4,,,,,,,,,,
koobisacc,LINK,0,0,0,Pooh⁷,0,0,cluster_4,,,,,,,,,,
leosjae,BTC,3078,36081,9798,yuri,4,5001,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
libertanoglu,SOL,0,0,0,anarko kapitalist 🇺🇲🇮🇱🇹🇷,0,0,cluster_4,,,,,,,,,,
ligaboba,SOL,0,0,0,lu.li.s,0,0,cluster_4,,,,,,,,,,
loutrades247,ETH,0,0,0,Louis Holt,0,0,cluster_4,,,,,,,,,,
marcgeschwind,LINK,0,0,0,Marc Geschwind,0,0,cluster_4,,,,,,,,,,
marowizdom,ETH2,0,0,0,mitch.gmi 🌋,0,0,cluster_4,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,,,
memoria_eth,ETH,732,26687,12012,memoria.eth,117,220,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.4837850332260132,0.14338241145014763,5.082827091217041
mercatoxcom,ETH,0,0,0,MERCATOX,0,0,cluster_4,,,,,,,,,,
muddierthanthou,ETH2,0,0,0,Julian Mudd,0,0,cluster_4,,,,,,,,,,
mz_spiff,BTC,0,0,0,• Oreoluwadunni •,0,0,cluster_4,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,,,
nettyart_,SOL,0,0,0,NettyArt,0,0,cluster_4,,,,,,,,,,
nftwarrior,BTC,10,269,646,Warrior NFT,0,124,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.727952241897583,0.2061852663755417,6.060232639312744
nguyenb06249385,ETH,88,48,42,Nguyen Bi,0,142,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7556269764900208,0.14087827503681183,6.415091514587402
nicolas_kdr,SOL,0,0,0,Nico 🇫🇷,0,0,cluster_4,,,,,,,,,,
norris_italy,LINK,0,0,0,ale⁴ 🇮🇹 | McLaren 1-2 🧡🏎 | 🇲🇽,0,0,cluster_4,,,,,,,,,,
omerylmsz,BTC,37,222,928,ÖmeR,0,155,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9591286778450012,0.36352023482322693,8.494977951049805
oroborous2,BTC,78,3399,3882,you complete me,0,230,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.022917657159268856,0.28995731472969055,4.853397369384766
outronvm,LINK,0,0,0,⁷,0,0,cluster_4,,,,,,,,,,
pookootv,BTC,19,188,7,Pookoo Tv,0,326,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.8204243183135986,0.2401452362537384,5.718789577484131
pzamani08,SOL,0,0,0,Paschal Uzochukwu,0,0,cluster_4,,,,,,,,,,
qynrlxijybtqfkl,BTC,3,188,194,𝕬.𝕮𝕴̇𝕹,0,89,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9545707702636719,0.3102417588233948,10.18586540222168
radice,LINK,0,0,0,Thiago Radice's Bizarre Adventure #CCXPWorlds2021,0,0,cluster_4,,,,,,,,,,
samironeboy,LINK,0,0,0,SAMIR 100K,0,0,cluster_4,,,,,,,,,,
seanmaguire1973,BTC,105,2151,31802,Blue Mountains Orangutan,1,248,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.30503901094198227,0.1654520109295845,5.189953327178955
selcuk_0_,BTC,5,4370,875,Selçuk,0,165,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.8088525533676147,0.2858778238296509,10.118131637573242
sfa_rjs,LINK,0,0,0,SOFI🦋,0,0,cluster_4,,,,,,,,,,
shivsakhuja,ETH,0,0,0,shivsak.eth,0,0,cluster_4,,,,,,,,,,
solyommark,BTC,6,16,504,Solyom Mark,1,118,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.6058520078659058,0.25899240374565125,5.670407295227051
staderlabs,ETH2,0,0,0,Stader Labs,0,0,cluster_4,,,,,,,,,,
stavridisj,ETH2,0,0,0,stavridisj,0,0,cluster_4,,,,,,,,,,
the_zoosper,BTC,0,0,0,The Wasper,0,0,cluster_4,,,,,,,,,,
theerealtdiddy,ETH2,0,0,0,TheUnbroKenBull,0,0,cluster_4,,,,,,,,,,
unclexrp,ETH,8,30,10,UncleX,0,44,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.3195001482963562,0.1919524222612381,6.0184245109558105
vans_cmkro,DOGE,0,0,0,Vanessa Camacaro,0,0,cluster_4,,,,,,,,,,
voz_populi,SOL,0,0,0,Vozpópuli,0,0,cluster_4,,,,,,,,,,
yuun_810,BTC,4,119,35,ゆん,0,15,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
zemonopole,ETH,0,0,0,ZEVISIONARY,0,0,cluster_4,,,,,,,,,,
9greenrats,ETH,0,0,0,Lord Olu-Adegbile III,0,0,cluster_4,,,,,,,,,,
_aranda_ilham_,SOL,0,0,0,Aranda Ilham Zubair (aranda.near),0,0,cluster_4,,,,,,,,,,
adamgurri,ETH2,0,0,0,Adam Gurri,0,0,cluster_4,,,,,,,,,,
agnusdei61,SOL,0,0,0,Mert,0,0,cluster_4,,,,,,,,,,
anthony17076844,ETH,50,1667,2266,Anthony,0,398,cluster_4,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.40665316581726074,0.3592873811721802,10.336316108703613
armandawaren8,BTC,0,30,31,armanda waren,0,1,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.5615459680557251,0.06725972890853882,5.206847190856934
arvirangga,SOL,0,0,0,Rngarv,0,0,cluster_4,,,,,,,,,,
benny3782,DOGE,0,0,0,Benji Dickens,0,0,cluster_4,,,,,,,,,,
bitcoinkaiser,BTC,0,0,0,BSV KING,0,0,cluster_4,,,,,,,,,,
bored_again_,BTC,1869,62966,60216,Someguy with a Red Cap🤹🏽‍♂️,7,2364,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.5378223657608032,0.07564470916986465,4.986485481262207
bossr6t,BTC,204,135,0,Boss R,0,248,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.9286361336708069,0.3379795104265213,5.795669317245483
btc_tk1,BTC,158,62555,38086,たき,11,1144,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
buddyfox33,BTC,593,2643,4455,BuddyFox33 🚪 DOOR GANG 🚪,7,426,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.4493693709373474,0.10126127302646637,2.9277143478393555
bustybbwbrit,LINK,0,0,0,BustyBBWBrit 🇬🇧 ONLYFANS & FANSLY,0,0,cluster_4,,,,,,,,,,
cashosauros,ETH,0,0,0,Cashosauros,0,0,cluster_4,,,,,,,,,,
chrisalaimo6,BTC,850,15233,65587,Chris 57k Alaimo ⚡️,8,3056,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.6524558663368225,0.12187811732292175,8.012346267700195
coinmarkethaber,BTC,5,23,17,omerdiab,0,30,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
efjavascript,ETH2,0,0,0,EF JavaScript Team,0,0,cluster_4,,,,,,,,,,
elohogm,ETH2,0,0,0,"eloho.eth (🌍,🌍)",0,0,cluster_4,,,,,,,,,,
emm981,BTC,14,923,1071,EM,0,67,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.590200662612915,0.0815933495759964,3.5596771240234375
erolmum,BTC,198,27372,78697,Erol Mum,0,123,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.22958765923976898,0.22118130326271057,8.241089820861816
fields,ETH2,0,0,0,Adam Fields,0,0,cluster_4,,,,,,,,,,
fluk_monthira,BTC,0,0,0,fluk_fickArt,0,0,cluster_4,,,,,,,,,,
foundcrypto,BTC,0,0,0,Found Crypto - #NFT #SAFEMOON #kishu,0,0,cluster_4,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,,,
geworfenheit,SOL,0,0,0,Heideggel,0,0,cluster_4,,,,,,,,,,
harsha_rm,SOL,0,0,0,Harsha Rm,0,0,cluster_4,,,,,,,,,,
jcxxcgjrco0lf93,BTC,57,1598,1593,ちま,1,283,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
joshyfyed,BTC,0,0,0,just joshyfyed now,0,0,cluster_4,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,,,
joy_beni,BTC,0,0,0,Beni Joy,0,0,cluster_4,,,,,,,,,,
jstcoco,BTC,1173,24444,9643,coco | pindah akun,5,1374,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
khan_sorif,SOL,0,0,0,sorif khan,0,0,cluster_4,,,,,,,,,,
kimyznghee,BTC,335,4995,1450,raa | backup acc,4,1094,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.2670370042324066,0.14229454100131989,5.554157257080078
kleversonvictop,SOL,0,0,0,Klev,0,0,cluster_4,,,,,,,,,,
korkutcakripto,BTC,0,0,0,KorkutCaKripto 🔥,0,0,cluster_4,,,,,,,,,,
kyrstensinema,LINK,0,0,0,Kyrsten Sinema,0,0,cluster_4,,,,,,,,,,
lavozdelsures,SOL,0,0,0,lavozdelsur.es,0,0,cluster_4,,,,,,,,,,
leindeckertarot,SOL,0,0,0,Leindecker Tarot 🎄🎱,0,0,cluster_4,,,,,,,,,,
lewified,BTC,501,5852,33376,Ben L,5,1229,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9441680908203125,0.2105037420988083,5.875314712524414
luckyjunhui10,BTC,203,25120,6680,♡존♡,0,4129,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.45025238394737244,0.14737039804458618,5.323541164398193
manmilk2,LINK,0,0,0,Images That Make You Feel Pain,0,0,cluster_4,,,,,,,,,,
mehmetz45364172,BTC,6,256,979,Mehmet Özdemir,0,88,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9953241944313049,0.36272507905960083,9.555254936218262
mohamma13213848,BTC,7,1444,997,Mohammadrezahafezi,0,745,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.6456560492515564,0.14889603853225708,6.264550685882568
muskateer_54,LINK,0,0,0,Muskateer_54,0,0,cluster_4,,,,,,,,,,
nickygee44,ETH,0,0,0,NickyG.eth,0,0,cluster_4,,,,,,,,,,
niwakazun,ETH,0,0,0,カズ@中国輸入挑戦中,0,0,cluster_4,,,,,,,,,,
nwrnutt,BTC,136,111473,22080,chabarrr,8,462,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.6456560492515564,0.14889603853225708,6.264550685882568
od_outdoor88,LINK,0,0,0,KoreaKing,0,0,cluster_4,,,,,,,,,,
pagina_siete,SOL,0,0,0,Página Siete,0,0,cluster_4,,,,,,,,,,
pelipe,SOL,0,0,0,Pelipe,0,0,cluster_4,,,,,,,,,,
pieceoffarah,LINK,0,0,0,farah࿔ ♡'s zayn | in a fish cult 🐟,0,0,cluster_4,,,,,,,,,,
piet_patings,BTC,185,4116,4188,Piet M Patings,8,183,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9644775390625,0.32006755471229553,6.811263561248779
pradinrich,BTC,14,143,147,Dini,0,131,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.2670370042324066,0.14229454100131989,5.554157257080078
rainbowfarmfin,SHIB,0,0,0,Rainbowfarmfinance,0,0,cluster_4,,,,,,,,,,
saifulsakil8,SOL,0,0,0,Saifulsakil,0,0,cluster_4,,,,,,,,,,
sb133city,SHIB,0,0,0,SB1333☘️,0,0,cluster_4,,,,,,,,,,
shitcoinisseur,ETH,148,2662,4761,shitcoinisseur Ⓥ,2,520,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.3834030032157898,0.1344689428806305,6.105321407318115
silenttleo,BTC,6,205,628,Onur Aksoy,2,202,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9591286778450012,0.36352023482322693,8.494977951049805
sintzzin,SOL,0,0,0,sintzz pvd,0,0,cluster_4,,,,,,,,,,
suparno67,BTC,1649,18485,7346,Suparno67💪🏼💫 💎🙌🏼,16,1477,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.01852339692413807,0.39356181025505066,8.19837474822998
szclairdelune,ETH,869,2992,11857,Büşra Su HAYDAR,5,328,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.6238593757152557,0.24645671993494034,6.175902366638184
tarzanep,DOGE,0,0,0,Tarzane,0,0,cluster_4,,,,,,,,,,
thanhnguynthan4,BTC,0,59,65,Thanh NguyênThang,0,35,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.913897693157196,0.24577496945858002,6.674126148223877
travistparker,ETH2,0,0,0,Travis Parker,0,0,cluster_4,,,,,,,,,,
uodcahid,LINK,0,0,0,CAHID,0,0,cluster_4,,,,,,,,,,
ursapunk,LINK,0,0,0,Ursa Punk,0,0,cluster_4,,,,,,,,,,
vinmesmd,LINK,0,0,0,VinmesMD,0,0,cluster_4,,,,,,,,,,
vvl_official,LINK,0,0,0,V. V. Lakshmi Narayana (JD),0,0,cluster_4,,,,,,,,,,
winner11_cityx,BTC,313,16950,4464,zeva 🍒,0,3734,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
wuzo_blitzers,LINK,0,0,0,BLITZERS,0,0,cluster_4,,,,,,,,,,
yakinart1,ETH,2465,4437,5785,YAK_IN_ART,8,1630,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7285897731781006,0.15302778780460358,5.04024076461792
yuuuui__46,LINK,0,0,0,お芋,0,0,cluster_4,,,,,,,,,,
zoukchata1,BTC,0,0,0,zoukchata,0,0,cluster_4,,,,,,,,,,
1t1w1i1t1t1e1r,ETH,0,0,0,arkemedies,0,0,cluster_4,,,,,,,,,,
abel16218327,BTC,6,101,121,Abel,1,106,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9252503514289856,0.2472565919160843,9.576648712158203
acyxcityx,BTC,34,2484,346,Acyx Baek🍀,0,1501,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
adediranbiliam1,SOL,0,0,0,Adediran biliaminu gbolahan,0,0,cluster_4,,,,,,,,,,
aeristopia,ETH,0,0,0,Aeristopia,0,0,cluster_4,,,,,,,,,,
ahmetgaziceri,BTC,119,1445,3901,Serseri_Trampet,0,101,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.29318517446517944,0.17357799410820007,4.9175262451171875
axmendes07,SOL,0,0,0,axmendes.mf,0,0,cluster_4,,,,,,,,,,
azakeyyyyy,SOL,0,0,0,azakeyyyyy,0,0,cluster_4,,,,,,,,,,
barsanemil,BTC,24,427,1142,Emil Barsan,0,386,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.43631666898727417,0.2000802606344223,6.759700298309326
bigwiniwant,BTC,6,473,135,ELucky 🔮🍀🍀,0,280,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
btcnoktam,DOGE,0,0,0,btcnoktam,0,0,cluster_4,,,,,,,,,,
butwhenmoon,BTC,0,0,0,"Yes, WGMI",0,0,cluster_4,,,,,,,,,,
can_arjen,BTC,353,459,1401,Fatih Peker,0,391,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.801397442817688,0.3640884757041931,9.105535507202148
card_kk,LINK,0,0,0,N.O.T PIXELROBOT,0,0,cluster_4,,,,,,,,,,
carlanazareth03,BTC,33,1254,50,carla,0,144,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.9286361336708069,0.3379795104265213,5.795669317245483
casinca,BTC,41,377,235,Casinca,0,60,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.46355191990733147,0.18622545897960663,6.5505781173706055
celodaily,LINK,0,0,0,Celo Daily 🔦,0,0,cluster_4,,,,,,,,,,
crofflelyx,BTC,152,15515,12089,Lucy 🧚‍♀️,0,2728,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
elsheik19221,SOL,0,0,0,@Silvio Forza Italia 🇦🇷🇮🇹,0,0,cluster_4,,,,,,,,,,
erik51739198,BTC,9,538,475,Erik,0,36,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.42767566442489624,0.2396918535232544,7.174287796020508
essmetron,ETH2,0,0,0,ESS Metron,0,0,cluster_4,,,,,,,,,,
etaminhanemmm,SOL,0,0,0,etaminhanemmm,0,0,cluster_4,,,,,,,,,,
eth_us,ETH,0,0,0,Rahul (ZebPay) Pagidipati,0,0,cluster_4,,,,,,,,,,
hajimehour,LINK,0,0,0,jan 🦋 iwaoi poem-fic📍,0,0,cluster_4,,,,,,,,,,
j1989w123,BTC,493,5466,64056,j1989w123,1,1181,cluster_4,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.863318145275116,0.2169136255979538,5.9949049949646
jeamcity_,BTC,28,4524,592,jeccccck,0,1700,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
jessiephosh,SOL,0,0,0,Amarachi Jessica,0,0,cluster_4,,,,,,,,,,
jhebert,ETH2,0,0,0,jack hebert,0,0,cluster_4,,,,,,,,,,
kashifbaloch399,BTC,9,1258,976,Kashif399,1,866,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.3335876166820526,0.2764809727668762,10.78995418548584
ksaa1833,BTC,24,772,199,AL-Harbi,1,105,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
laurys88751809,SOL,0,0,0,Laura 🇦🇷,0,0,cluster_4,,,,,,,,,,
leigenandoyo,BTC,85,452,420,lyn lyn,0,408,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9525632858276367,0.2859148681163788,5.041194438934326
medakadan,BTC,7823,96185,94595,めだか,13,7764,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
mekkafroggo,SOL,0,0,0,Mekka Froggo,0,0,cluster_4,,,,,,,,,,
michael698,BTC,121,13300,7986,Michael698,2,805,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.3821289837360382,0.22510594129562378,6.378432273864746
muhamme12808210,SOL,0,0,0,iam Ahmed,0,0,cluster_4,,,,,,,,,,
normalrp_spirit,DOGE,0,0,0,"Kurtka, corrupted guardian spirit",0,0,cluster_4,,,,,,,,,,
nsummoners,LINK,0,0,0,Nexus Summoners,0,0,cluster_4,,,,,,,,,,
pdc_chile,SOL,0,0,0,Democracia Cristiana,0,0,cluster_4,,,,,,,,,,
peachyumyumjae,SOL,0,0,0,1̶0̶0̶=͟͟͞͞,0,0,cluster_4,,,,,,,,,,
pengetest,DOGE,0,0,0,Mau jadi buzzer,0,0,cluster_4,,,,,,,,,,
pik_bigwincityx,BTC,180,10192,8983,🍀🤞WIN $ CUTIE🤞🍀,2,3110,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.43011971190571785,0.2536894977092743,4.226959824562073
ponkotsunoiji,BTC,10,342,161,ポンコツ大学生,2,80,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
prodbyyell,LINK,0,0,0,yell 🫂 STREAM LO-VI,0,0,cluster_4,,,,,,,,,,
putra_shot,BTC,1310,45509,3617,Crypto Cats,7,861,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.6456560492515564,0.14889603853225708,6.264550685882568
rahmamo24308764,BTC,145,1032,355,rahma mohammed,0,1680,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.4552232027053833,0.05580751970410347,2.5210864543914795
ralph_atrinity,BTC,92,238,123,Ralph | A.T,2,219,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0001471164432587102,0.4080039858818054,9.017742156982422
raymq_,SOL,0,0,0,Darya,0,0,cluster_4,,,,,,,,,,
riveracindyy,BTC,46,194,107,Cindyyy,0,290,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7231246829032898,0.14309963583946228,3.92018723487854
ruly70305825,SOL,0,0,0,RULY70305825,0,0,cluster_4,,,,,,,,,,
sayitrabbit,BTC,70,3028,3698,Crypto Grammy,3,419,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.10693547874689102,0.29145750403404236,6.434396743774414
silas_timoteus_,LINK,0,0,0,Silas Timoteus🔮,0,0,cluster_4,,,,,,,,,,
spidol123,LINK,0,0,0,Akundeh Reborn,0,0,cluster_4,,,,,,,,,,
stranger2him,SOL,0,0,0,Alhanouf 💭,0,0,cluster_4,,,,,,,,,,
suelangesincera,SOL,0,0,0,Suelange,0,0,cluster_4,,,,,,,,,,
superfo12823323,DOGE,0,0,0,SuperFotis,0,0,cluster_4,,,,,,,,,,
thecryptobloke,BTC,0,0,0,Kadena Bloke ⛓️🕸️,0,0,cluster_4,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,,,
thecryptotit,BTC,32,512,389,Dan The Crypto Tit,0,147,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7574001550674438,0.2932818830013275,5.368452548980713
theebeomjun,LINK,0,0,0,krisgel,0,0,cluster_4,,,,,,,,,,
thenufilez_show,LINK,0,0,0,nunu nellz URL princess,0,0,cluster_4,,,,,,,,,,
therichwhale,BTC,0,0,0,WHale 🌙,0,0,cluster_4,0.0,4.0,0.0,2.0,2.0,4.0,-1.0,,,
topdemirservet,BTC,4,1,9,Servet Topdemir,0,19,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9079086184501648,0.29803404211997986,9.881175994873047
tranquocvan211,BTC,6,55,25,lanh tran,0,82,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.4091600477695465,0.1519901603460312,5.375750541687012
tsubatsubatsub,BTC,435,464,4988,ばつば,6,468,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
twiceis92543999,ETH,6,1118,325,TWICE IS LOVE,0,386,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.5485097169876099,0.2682178020477295,4.86428165435791
