id,twitter_query,followers_count,statuses_count,favourites_count,name,listed_count,friends_count,cluster
hidetoshitwitt,LINK,0,0,0,ひで,0,0,cluster_0
hollymanzion,ETH2,344,25579,32644,Freedom@any cost,1,115,cluster_0
honharv,SHIB,5,167,290,Honhar Vashist,0,47,cluster_0
hwkg0,SHIB,5,78,130,Hwkgo,1,113,cluster_0
i2imarketing,LINK,0,0,0,i2i Management,0,0,cluster_0
iinexon,LINK,433,15645,36557,nexon🧸,1,564,cluster_0
ikept,SHIB,14,566,283,Emmanuel,0,399,cluster_0
incredible_uche,SOL,6,163,58,blind,0,93,cluster_0
introspectivaf,SOL,225,50643,19391,Introspectiva Futbolera.,1,1313,cluster_0
jaemsicityxx,SOL,197,6826,3963,cakweD'pr,0,2100,cluster_0
jairo33971188,SOL,14,312,191,Jairo,0,350,cluster_0
james_carvlho,SOL,486,1903,2023,james.eth,3,526,cluster_0
jamshid_rahimi,DOGE,0,0,0,Jamshid Rahimi,0,0,cluster_0
jamtopopping,LINK,151,10183,12221,JM🎶 D-11,0,273,cluster_0
jasminwriter95,DOGE,272,19866,15567,Yasmeen Habib,0,173,cluster_0
jlrglez,LINK,15363,405,486,Pepe Ramírez,38,18,cluster_0
joeygambin0,SHIB,915,2930,2710,Joey the Godfather of Crypto,0,1889,cluster_0
jojothesmallguy,LINK,31,456,266,Joe,0,143,cluster_0
jorgeuzon,SOL,813,31075,1023,Jorge Uzon,38,838,cluster_0
joselokolokol,SOL,5,227,247,jose,0,19,cluster_0
josepllenas,SOL,447,75418,66513,Josep Llenas i Moré,3,938,cluster_0
jsbsnes,LINK,12,16101,48444,Roy,2,312,cluster_0
juchia222,LINK,5403,13249,11629,Juchia22,18,987,cluster_0
juve1995luca,DOGE,12,82,458,Luca_V,0,50,cluster_0
jxelektro,LINK,201,1653,2568,Jhen,1,230,cluster_0
kaaim06,SOL,0,0,0,kaaim🇹🇷🔺,0,0,cluster_0
kamlungchan2,SHIB,3,143,37,kam lung Chan,0,41,cluster_0
karomo_simon,LINK,171,688,242,Semiyon,0,840,cluster_0
katsucii,LINK,2186,18375,48426,kat / laura 🍡🐝 @ DGS SPOILERS ✩,10,907,cluster_0
keanu5ihad,LINK,0,133,126,عبدالله بن محمد,0,334,cluster_0
kgorbatchew,SHIB,4,199,0,Kirill Gorbatchew,0,335,cluster_0
kholik67582354,LINK,12,310,58,Kholik,0,86,cluster_0
kidsmoove,LINK,0,0,0,KidSmoove,0,0,cluster_0
kirika_107,LINK,113,38593,14602,🦙K!R!Ka👑,0,140,cluster_0
kkrevana,ETH,0,0,0,khodijatul R,0,0,cluster_0
klau_80,LINK,97,4892,860,Claudio,2,158,cluster_0
kodzucatt_,LINK,1067,33626,70437,catt // 📌 kuroken fic wip,13,1865,cluster_0
krazyartclub,SOL,3339,261,88,KrazyArtClub,2,248,cluster_0
lalbright18,LINK,995,9224,12579,L. Albright,2,4992,cluster_0
laplazamexico,LINK,0,0,0,La Plaza Mexico,0,0,cluster_0
larry_poppinz,SOL,350,50060,28504,Larry,1,591,cluster_0
lasandri2014,LINK,512,82675,177804,Sandra Lopez,1,390,cluster_0
ldesintoxicados,SOL,14064,51209,84782,Lacradores Desintoxicados,47,441,cluster_0
lepicityx,SHIB,79,2721,568,levi🔮,0,1060,cluster_0
lexi06735147,SOL,0,0,0,Severus,0,0,cluster_0
lhomme1396,LINK,137,1909,3399,Lhomme Noir,0,296,cluster_0
liquor839,LINK,0,0,0,Lucky to have Liquorose🍀🍀,0,0,cluster_0
littleminmiaw,LINK,303,4723,10930,⸙Areum; 🐱,0,225,cluster_0
lord_avicenna,SHIB,0,0,0,Lord Avicenna,0,0,cluster_0
love_hyungwoni,LINK,119,6079,15444,🕯MONSTA X: THE DREAMING PA LOS BILLBOARD🕯,0,158,cluster_0
lovelyorki2,LINK,0,1233,3487,난만,0,355,cluster_0
lucky_fairyjae,SHIB,124,3111,2982,Sunshine | Pick me 🍀,0,1412,cluster_0
lynxmwo,LINK,35,1389,1308,lynx.,0,362,cluster_0
ma18162579ma,SHIB,5,106,51,MA,0,63,cluster_0
maiki_0207,LINK,105,5001,9941,Nyuru7,8,294,cluster_0
majid10936356,LINK,1,18,11,Majid,0,14,cluster_0
martin50123574,SHIB,7,262,373,Martin&Martin,0,89,cluster_0
masavenya,SOL,3752,34326,119569,Masavenya,37,251,cluster_0
mason61818175,LINK,27,7296,3832,mason,0,132,cluster_0
mdabdul25154449,SOL,18,4689,2166,Md Abdul Jalil,1,1835,cluster_0
mdfahim17615900,LINK,0,64,26,Md Fahim,0,24,cluster_0
menangcityx04,SOL,27,7055,4024,Nia wins,2,2583,cluster_0
mentaichikin,SOL,129,8971,2824,𝘾𝙡𝙖𝙧𝙖🧸 miracle in Dec🤲,0,1578,cluster_0
mgkiff,LINK,8,15587,47970,kiff_kana,0,44,cluster_0
mihaelaalina88,LINK,0,0,0,Mihaela Alina,0,0,cluster_0
mihyoxx,SHIB,0,0,0,BIG WINS FOR CHRISTMAS🙏🏽🍀,0,0,cluster_0
miketry5,LINK,33,1673,1289,Miketry,0,605,cluster_0
minilalabelle,LINK,0,0,0,MABELLE :),0,0,cluster_0
miraxeth,ETH2,120,7206,9784,MIRAX,0,73,cluster_0
mirtschi2804,LINK,288,8235,28005,Mirtschi2804,1,207,cluster_0
miseli3002,LINK,5,3460,4611,Michelle Lee,0,70,cluster_0
missue_kie2,SOL,60,8859,6937,missue_kie2,1,2494,cluster_0
misternbd,LINK,41,4338,3005,MisterNBD,0,77,cluster_0
montserumbau,SOL,4610,348936,354536,montserrat rumbau,66,5029,cluster_0
moon_pit,SHIB,11,73,115,PİT TO MOON 🚀,0,53,cluster_0
motherfuter,DOGE,65,2141,2947,HEHE #CheemsInu,0,46,cluster_0
mr_shawty_loew,SOL,1594,74548,45919,NeighbourhoodNip,1,2104,cluster_0
mrairdrop13,LINK,15,501,322,Cryptos Keeper,0,364,cluster_0
mrciodomingue10,LINK,409,5672,9066,Márcio Domingues,2,4257,cluster_0
muraineko,LINK,78,1892,972,louise ◼️,1,86,cluster_0
mvivanechtchuk,SOL,369,5415,11982,Marcus Vinicius Ivanechtchuk,1,858,cluster_0
mwechagajr,LINK,55,258,406,Simply Ami,1,210,cluster_0
navadan100,SHIB,60,817,228,Navadan♤,0,81,cluster_0
nessxcityx,SHIB,18,2392,4823,zarnessa ✨|| manifesting big wins 🍀,0,616,cluster_0
nesymeow,LINK,13,171,170,Nesy,0,176,cluster_0
nezukors,SOL,0,0,0,nick. HOJE TEM KIMETSU,0,0,cluster_0
nfts_island,SOL,0,0,0,NFT DAILY ALERT | NFTs ISLAND,0,0,cluster_0
ngarircaksu12,SHIB,3,445,7,ngarircaksu12,0,654,cluster_0
nhm135_batlle,SOL,142,16653,37552,frederic batlle,0,154,cluster_0
nhyirarutherfo1,SOL,0,183,138,NHYIRA RUTHERFORD,0,30,cluster_0
nicole12225494,LINK,1,2890,22859,ipurpleu,0,39,cluster_0
nifiix,SOL,109,1463,660,Nife,0,1175,cluster_0
nina__bina,LINK,352,26275,43564,✨ holiday heart ✨,1,295,cluster_0
nkparjun,LINK,364,10395,14404,Arjun Sᵛᵃˡᶤᵐᵃᶤ,0,1039,cluster_0
notthesame777,LINK,80,37622,20825,🐣🍒✨,0,125,cluster_0
nukushuuu,SOL,426,32312,36469,Zeine.,0,391,cluster_0
ohmyhowami,LINK,1063,39215,1761,slow『𝙓𝙞𝙖𝙤𝙂𝙖𝙤』ft.♡sunoo,0,754,cluster_0
olakiss1805,LINK,40,441,397,Olakiss,0,36,cluster_0
oluwole011,SOL,10,188,82,Oluwole,0,111,cluster_0
omanko_rt,LINK,614,138473,2,おまんこリツイート,9,28,cluster_0
orourkeemily,LINK,9,115,129,Mohamad,0,402,cluster_0
ozitech2,BTC,0,0,0,ozitech,0,0,cluster_0
panamatimespty,SOL,3440,86754,19343,Panama Times PTY,23,243,cluster_0
papare_sujira,LINK,579,101789,34186,𝘱𝘢𝘳𝘦𝘱𝘪𝘭🐰♡,0,617,cluster_0
pastimenang__,SHIB,16,1844,765,bismillahbigwin,0,702,cluster_0
pasyapiiisya,SOL,228,15898,24180,бутримасович-лалондский😼,16,433,cluster_0
patibe2,LINK,1,43,3,Pat Ibe,0,35,cluster_0
paz07088742,SOL,1150,247735,196625,Paz,0,380,cluster_0
pcydeux_,LINK,134,35477,107736,A(studying) 🙂,1,422,cluster_0
peaceiszsolutio,LINK,14,59,68,Peace,0,433,cluster_0
phmhuytrngthnh1,LINK,7,1637,12,StephenKing,0,245,cluster_0
phrma,DOGE,0,0,0,PhRMA,0,0,cluster_0
pkd454,SOL,135,426,196,PKD,0,347,cluster_0
playboydoinhnt,SHIB,8,327,306,PlayBoyDoinIDK,0,19,cluster_0
pnefur,SHIB,6,79,32,Pesibreiðnefur,0,123,cluster_0
positivepoison,LINK,734,12585,3620,Sly Fox,14,1053,cluster_0
priyara67244697,SHIB,111,3888,2841,Priya Ranjan Das,2,1978,cluster_0
quang93211752,SOL,151,275,27,quang,1,491,cluster_0
radiotfsc,LINK,0,0,0,Rαɗισ ƬƑSƇ,0,0,cluster_0
rain_dora,LINK,13,5357,8063,Dora Rain,0,41,cluster_0
rainbow9739,LINK,3,8675,365,민무:민트맛무지개😷,0,42,cluster_0
rapinyaire,SOL,0,0,0,Jaume Calsot Fitzgibbons De Rapinyaire-Stuart,0,0,cluster_0
realmikerob,ETH,0,0,0,Michael Robinson,0,0,cluster_0
renjunited_ina,LINK,0,0,0,HRJ VOTE & STREAM,0,0,cluster_0
rhmarketing24,DOGE,152,5271,3031,RH Marketing 24,3,2759,cluster_0
rrodriguesanaa,SOL,0,0,0,ana carol,0,0,cluster_0
rudeusu0811,SOL,40,335,150,アクア,16,100,cluster_0
russianroundup,SHIB,107,155,76,The Russian Roundup,0,1,cluster_0
salmaberlian,LINK,34,5583,3181,Salma Fadilla,0,612,cluster_0
saputrarex,LINK,4,417,343,Arex Saputra,0,371,cluster_0
saulvega86,LINK,123,4877,1429,Saul Vega,0,339,cluster_0
scc_blackhawks,LINK,702,2455,122,SCC Blackhawks,1,23,cluster_0
segerabigwinn,SHIB,829,35161,4515,nop,0,4988,cluster_0
sergiopoludeli,LINK,0,0,0,Sergio Poludeli,0,0,cluster_0
shaneallin1,ETH,0,0,0,Tradez,0,0,cluster_0
shesthemoment_,LINK,1217,12520,15776,arie 🧊🥶,0,1178,cluster_0
shibaesq,SHIB,0,0,0,"Dr. Shiba Moonstein, Esq.",0,0,cluster_0
shibamaldives,SHIB,18,167,9,Shiba Inu Maldives,0,80,cluster_0
shuqr_zada,SHIB,71,5114,9647,Mohd Azeem,1,214,cluster_0
sir_balan,SOL,0,0,0,Peter Ola,0,0,cluster_0
skalmgar,SHIB,114,2340,2442,Skalmgar Gems,3,445,cluster_0
skiedei,LINK,87,6768,1334,♔︎,0,598,cluster_0
slightmisplay,LINK,2574,75090,163981,Spite Solstice-Play (he/him),28,2385,cluster_0
sol_eth_btc,SOL,109,78,30,SOL ETH BTC,0,120,cluster_0
soytothemoon,LINK,28,4027,3850,Soybean,0,282,cluster_0
spellandmagic,SHIB,243,10839,286,"Templar Victor (🎩, 🎩)",4,217,cluster_0
sqhx_0,LINK,16,949,1713,K,0,245,cluster_0
ssbass39,SOL,23,147,332,ssbass💎🙌,0,175,cluster_0
ssinha12835258,LINK,127,1041,509,Ssinha,1,654,cluster_0
starship_shib,SHIB,20,288,463,Starship,1,323,cluster_0
stuarttglorya,SOL,52,2732,3179,glory x glory,0,1156,cluster_0
sunifoundation,SOL,5817,2179,822,Suni Exchange,3,384,cluster_0
superman864929,LINK,14,417,211,Baharom Badsha,0,334,cluster_0
suzancan31,SOL,16,180,129,Suzan Güney,0,135,cluster_0
tarun0646,SOL,39,924,378,Tarun,0,698,cluster_0
teesepeese,LINK,636,36759,66498,Teese,7,488,cluster_0
thehookedlover,LINK,52,516,2047,Hooked Lover,0,790,cluster_0
themandingoclub,LINK,77142,17611,0,🆃🅷🅴 🅼🅰🅽🅳🅸🅽🅶🅾 🅲🅻🆄🅱,335,270,cluster_0
thinkingbout1us,LINK,31,4084,8402,Ash | ✨,1,218,cluster_0
tinfoil_globe,ETH2,0,0,0,Tinfoil Globe,0,0,cluster_0
tirandstephane,SOL,0,21,12,Tirand Stephane,0,18,cluster_0
triansb1b0,LINK,294,6642,1197,فيتريانسياه,0,1700,cluster_0
tulipys_,LINK,569,71833,8391,𝓽u͟lipp 🚛♡︎,2,251,cluster_0
turgaytatar06,SHIB,18,52,58,Turgay,1,83,cluster_0
uai11066486,LINK,86,1634,926,🌋REAL GOD 🌋,0,221,cluster_0
v_burst,SOL,7,78,9,V.Burst,1,129,cluster_0
viru3000,LINK,36,2468,2816,virendra nath singh,0,68,cluster_0
vishuar43104932,LINK,18,4151,4646,Vishu Arora,0,135,cluster_0
vmpycat,SOL,586,6417,1302,yana,0,1794,cluster_0
vullqsiguiestiu,SOL,0,0,0,maya,0,0,cluster_0
weatherdailybot,SOL,1,1993,20,Weather Daily Bot,0,5,cluster_0
wizardxskull,LINK,193,57121,54423,a,0,180,cluster_0
wonhofui,LINK,788,247866,341055,eri 🎲,21,128,cluster_0
wordnuvola,DOGE,95563,730308,2193,Word Tweet Cloud Bot,100,3601,cluster_0
wouldkim,LINK,41,14997,37624,STAGE KING V,0,189,cluster_0
xiorcal_eth,ETH,0,0,0,xiorcal.eth | lacroix,0,0,cluster_0
xrpotatoe,SHIB,163,319,958,Jary Gensler,1,139,cluster_0
xsaiah1,SHIB,34,178,393,XSAIAH,0,36,cluster_0
yaallahpengnwin,LINK,110,3932,7367,bigwin yok bisa yok,1,1062,cluster_0
yakionigiri56,LINK,1026,12514,23334,焼きおにぎり,8,823,cluster_0
yousealaa2,SOL,12,980,523,Zaen jarad,0,589,cluster_0
zeerydzn,LINK,0,0,0,Zeery ❁,0,0,cluster_0
zerocripto,ETH2,574,4244,571,Li₿erty ₿inance ₿SC ₿N₿ ₿TC,5,3916,cluster_0
zteklemariam,ETH2,163,14796,1592,Zerai Teklemariam,0,96,cluster_0
zuelee92,LINK,3956,216622,117515,야나 ♡ 🇲🇾🇵🇸,7,114,cluster_0
0x_yolo,SOL,173,788,4061,0xYolo.xyz,0,290,cluster_0
0xmazur,SOL,931,5602,6588,Maz,8,158,cluster_0
777rnr,SOL,1378,17669,20023,Robert,11,4985,cluster_0
7barty,LINK,68,2297,285,cade,0,70,cluster_0
_5true,SOL,0,0,0,F e e l i n g,0,0,cluster_0
_roocioalvarez,SOL,0,0,0,rocío,0,0,cluster_0
a_n_a__banana,LINK,493,90027,269,🖕🏽,6,131,cluster_0
abdelkrimsebih,SHIB,15,425,343,sebih abdelkrim,1,177,cluster_0
adrielnikolao,LINK,0,0,0,Adriel Nikolao,0,0,cluster_0
aemme08,SOL,5,77,93,Aemme08,1,83,cluster_0
aihammer,ETH2,0,0,0,Alex Hammer,0,0,cluster_0
airfrenzy,LINK,51,6681,33699,Frenzy,0,543,cluster_0
aiyguu,LINK,0,0,0,🍁,0,0,cluster_0
aktershaznin,DOGE,46,1303,414,Shaznin Akter,0,419,cluster_0
alamgir59700140,LINK,82,3499,3101,Alamgir,0,1666,cluster_0
alanrew,LINK,1242,126020,275568,Alan Rew,113,4991,cluster_0
alicanseven19,LINK,143,1121,11822,Ali canseven,0,569,cluster_0
alizangeneh1361,SHIB,0,14,15,Ali Zangeneh,0,13,cluster_0
amiramk11,SHIB,8,521,480,amiramk,1,58,cluster_0
amshealthcare,LINK,2086,13992,2689,AMS Healthcare,0,1141,cluster_0
andrew27s3x,LINK,533,6184,7369,andrew27,1,2870,cluster_0
ankaral20,SOL,13899,2482,1382,Yavuz Serdar,5,13397,cluster_0
antonioattolini,LINK,0,0,0,Antonio Attolini Murra🌹,0,0,cluster_0
arelionoli,SHIB,33,4062,1168,𝙀𝙨𝙩𝙚𝙡𝙡𝙚,0,823,cluster_0
ashabd19,LINK,16,516,256,Ashraful,1,234,cluster_0
atroniza,SOL,0,0,0,MacaEstola ✨,0,0,cluster_0
auckland_03,LINK,68,2920,6706,Ock,0,249,cluster_0
awrppj_,LINK,105,115547,1524,ॱଳ͘,1,109,cluster_0
ay_zero_,SOL,893,22554,56167,AYzero #EndSARS #ENDSWAT,2,693,cluster_0
ayhamhilal,SOL,54,1661,1031,Ayham,0,845,cluster_0
azer8787,LINK,0,62,128,Azer11,0,33,cluster_0
bappiah12272564,LINK,1,700,530,Bappi Ahmed,1,448,cluster_0
bbchyk_,LINK,1060,18290,62953,Annisa😈🍓,3,1864,cluster_0
beanshik,LINK,1080,64933,111789,Ro 🦊~RT📌 VOTE ON WEBSITE~ PUNKTEEZ 170921❤,11,1028,cluster_0
bhoirsam684,SOL,14,251,208,bhoirsam684,1,175,cluster_0
binhtrung8,SHIB,12,1048,5165,Bùi Đình Trung,0,129,cluster_0
biplabh48131194,LINK,6,172,150,fat boy,0,87,cluster_0
bjthickone,LINK,2023,20975,129357,BJ Thick1Hrlm,4,5002,cluster_0
blesseungmin,LINK,906,38167,19016,aika’s seung ♡,9,358,cluster_0
boi_jaiye,SOL,0,0,0,Damilola,0,0,cluster_0
bolmon_mon,SOL,6,57,48,Bolmon_,0,70,cluster_0
boss__token,SHIB,5172,72,59,Boss Token,10,19,cluster_0
bri110hibi,LINK,169,9430,55872,メロメロ,0,293,cluster_0
btn999,SHIB,52,2675,5597,BTN999,0,32,cluster_0
btrail7o7,LINK,298,35497,51207,B. Trail,0,957,cluster_0
bubulina06,LINK,1076,4507,7710,Paola Rivadeneira 🐝,1,2532,cluster_0
bunniemupmup,LINK,0,0,0,Bunnie Múp,0,0,cluster_0
bunnyangelart,LINK,418,3146,28380,Cheri 🐰,4,331,cluster_0
candostu3434,SOL,0,2,0,Can Dostu,0,20,cluster_0
canek101,LINK,206,5855,1565,Manny Hernandez,13,572,cluster_0
carlosdan94,LINK,10,366,584,DanS94,0,62,cluster_0
castro9_ana,LINK,103,2912,2048,AnaRe,0,141,cluster_0
cda_vrouwen_nh,LINK,110,309,324,CDA Vrouwen Noord-Holland 💚,2,376,cluster_0
celestine_witch,LINK,99,522,6048,Witch_Lady,0,221,cluster_0
certifiedmarty,LINK,54,1636,2374,Reg Conservative & Doge Dude,0,242,cluster_0
chetzspetz,LINK,7,90,259,ChetzSpetz,0,120,cluster_0
colchonegro,LINK,65,2394,655,Juancar,0,577,cluster_0
crypjok,LINK,2892,3,7,Crypto Joker,1,6,cluster_0
crypto_advisory,SOL,610,2860,18936,🟣🦄🔴🌽🚀🦇🔊,10,1975,cluster_0
cryptstina,ETH,0,0,0,Cryptstina ⚡️,0,0,cluster_0
cymerthegreat,SHIB,227,9937,6183,Mr.Spongebob 👑,3,3186,cluster_0
d999iva,LINK,998,20376,25094,SIVAD999,0,931,cluster_0
daisycarterxo,LINK,4046,14205,9918,Daisy Carter ♡ British Daddy's Girl ♡ NO PAY WALLS,5,2337,cluster_0
daiva_kalika,SOL,40,80,9,daiva kalika,0,40,cluster_0
dalicdino,SHIB,33,352,523,Dino | $WGMI,1,156,cluster_0
danielk184,LINK,110,1235,118549,Daniel,0,4756,cluster_0
dhejack02,SHIB,42,2483,4171,dhejack,1,325,cluster_0
dmetsys,LINK,71,230,118,Crypto Lord 👾,1,24,cluster_0
doctorpenisboob,DOGE,0,0,0,Dr. Penis Boob,0,0,cluster_0
donlogan111,LINK,1483,25032,24301,Don Logan,0,2831,cluster_0
dontblamedegen,ETH2,0,0,0,"Alex🔺(🎩,🎩) (🦑,🦑)",0,0,cluster_0
doubleh_tne,LINK,0,0,0,DoubleH TNE,0,0,cluster_0
drewcouer,LINK,74,7232,1336,gabi,0,74,cluster_0
droodr00,SHIB,68,340,897,DrooDroo,2,83,cluster_0
duendevibes,LINK,760,23354,14361,m iese ( rest artwork ),21,222,cluster_0
dynarmo,LINK,18,327,239,dynarmox,0,198,cluster_0
eddylop26740391,SHIB,45,216,906,EdLoVShib,1,199,cluster_0
edijuhaedi13,ETH,0,0,0,clone',0,0,cluster_0
edisu87,SOL,0,19,10,Edisu,0,13,cluster_0
emmamagnoliaxo,LINK,464167,45910,4304,emma magnolia,1324,949,cluster_0
emmetmax,LINK,660,5202,10639,Emmet Max,12,735,cluster_0
emrekeskn05,SOL,1097,9611,16843,emre,0,775,cluster_0
enbybi_otd,LINK,223,1134,1497,🧁EnbyBiOTD🧁,3,114,cluster_0
epichutchy,LINK,235,24508,23615,Epic hutchy,2,370,cluster_0
erptdd,LINK,55,22,5,~,0,45,cluster_0
esdezed,BTC,0,0,0,Esdezed,0,0,cluster_0
ethiopiaservice,ETH,0,0,0,ethiopia service🇪🇹,0,0,cluster_0
faithhoonie,LINK,308,39602,45479,Sungly🧸🍰|| 김🍄 | inactive👻,1,1600,cluster_0
fajarcityx,SHIB,46,9302,6060,FAJAR BERKAH,0,2483,cluster_0
farouq1737,SOL,4,224,179,Sofiyat Idris,0,246,cluster_0
farpaskauan,LINK,380,12878,55799,KAUAN MOREIRA🧙🏽🇭🇳🦊,0,568,cluster_0
fenerbahceveben,SHIB,2379,2859,91231,Fenerbahçeli bir ada〽️💛💙,2,4319,cluster_0
feral351f,LINK,94,29701,27756,Lary Borg,5,1106,cluster_0
findom4feet,SOL,14493,29190,27857,Daddy Ells RT Slave & Promo 14.4K,29,5542,cluster_0
firuz3003,SHIB,6,778,129,Firuz,0,48,cluster_0
fitbitsupport,LINK,239291,834218,17392,Fitbit Support,650,91,cluster_0
floweriedust,LINK,0,0,0,⋆,0,0,cluster_0
football6390123,SHIB,12,629,667,Anthony Rommel,1,19,cluster_0
furgaziarthur,ETH2,0,0,0,Fugazi Arthur,0,0,cluster_0
fvcksapnap,LINK,0,0,0,f: clay / dream 🐾💤 + sapnap 🧸 !,0,0,cluster_0
gembrowser,SHIB,36,463,465,Gem's Browser,0,111,cluster_0
geodugtrio,SOL,0,0,0,Geo Dugtrio,0,0,cluster_0
grenchus,LINK,10,1150,36,TheGrenchusFoundation,0,82,cluster_0
hackett_hill,LINK,106,696,349,Hackett Hill Farm,0,94,cluster_0
haesun_11,LINK,115,2749,4371,ofie,1,124,cluster_0
harpomarx17,SOL,0,0,0,harpo potin,0,0,cluster_0
healthjusticein,LINK,2318,2165,1680,Health Justice Initiative - HJI,29,487,cluster_0
heather_waldooo,LINK,457,5383,4773,heather,0,452,cluster_0
hrnnmdc,SOL,1700,5194,11572,Hernan,0,1382,cluster_0
hundoung,SOL,0,0,0,Vladimir James,0,0,cluster_0
iamappapatil,SHIB,75,875,1148,Nilesh Patil,0,622,cluster_0
iamsegunfunm1,LINK,262,3410,11362,Segunfunmi,0,785,cluster_0
ianerw93,LINK,38,544,242,Ianerw,0,194,cluster_0
ibo19961998,SHIB,0,89,19,İbrahim,0,5,cluster_0
iceicebabyburn,LINK,26,1291,8765,Iceburn Rey,0,1081,cluster_0
iileejeno,SOL,467,21741,7457,Mel 🥞,1,3931,cluster_0
imbackb94076959,SHIB,17,3292,1176,ImBackBaby,0,105,cluster_0
isovisit,LINK,45,465,294,meghdad torabi,0,49,cluster_0
itsallariddle,LINK,1951,36661,103535,itsallariddle,3,2498,cluster_0
jaembigwinn,SOL,29,1847,309,miow 👑 | Free Tag 🐾,0,819,cluster_0
jaff353,ETH2,187,22191,22641,Jaffar Mohammed,0,194,cluster_0
jahangi21600570,SHIB,318,5663,3369,jahangir alam 🎏,0,3116,cluster_0
jitin84,LINK,891,33483,17999,Jitin Sharma,81,1501,cluster_0
jovanhidayat,SOL,616,8966,262,Jovan Hidayat S·̮·̮,1,385,cluster_0
jriotx,SOL,299,1854,5676,NIKE|JasonRiot,0,266,cluster_0
kamal2rise,DOGE,18,271,620,Kamal Sandilya,0,203,cluster_0
karim_kmb,LINK,2199,137454,170647,Karim🇨🇩,0,1635,cluster_0
kayliepeh,LINK,7,208,137,Kaylie Peh,0,78,cluster_0
korimulislam13,LINK,1,149,132,korimul islam,0,99,cluster_0
kriptiyyun,SOL,12,69,513,kriptiyyun,2,543,cluster_0
kripto_zon,SHIB,79,487,5,KRİPTOZON,0,0,cluster_0
kristof66139167,LINK,665,57035,57163,Kris Tof,0,901,cluster_0
lapausefoot_off,LINK,983,3620,2764,Lapausefoot_off⚽,80,349,cluster_0
larissawambier,LINK,0,0,0,Larissa Wambier,0,0,cluster_0
lavozdelsurmx,SOL,265021,5439,3508,Veronika Nikolaevna,184,43,cluster_0
lbraelon,SOL,0,0,0,"BraelonWhitfield.eth (🆘️,🆘️)",0,0,cluster_0
lcl_league,LINK,0,0,0,LCL LATAM COMPETITIVE LEAGUE,0,0,cluster_0
liaclanessa,SOL,67,150,409,Lia Clanessa,0,1150,cluster_0
lilmrcoolguy,SOL,85,110,535,Lilcoolguy,0,92,cluster_0
loczek_94,LINK,11,1159,944,Rafał,1,830,cluster_0
londonquintana,LINK,14805,16259,10951,Vixen Goddess,21,1460,cluster_0
luu80a,SOL,55,443,275,Luu80a,0,348,cluster_0
m1kegamer13,LINK,436,178015,326124,Michael Torres,31,2640,cluster_0
mahleesahx,LINK,47141,5301,4500,Melissa 🌸 Exotic booty 🍑,71,16,cluster_0
malikmibukhan,SOL,0,0,0,Malikmibu (mibu.near),0,0,cluster_0
marckoreyxxx,LINK,30402,6852,25362,𝐌𝐚𝐫𝐜 & 𝐊𝐨𝐫𝐞𝐲 𝐗𝐗𝐗,97,1111,cluster_0
marinalazuline,LINK,466,5266,192973,Marina 🎵🤖EnVTuber🤖🎵 Debut No Clue XD,27,577,cluster_0
mark_argent,LINK,651,173973,124671,draw yourself a hand turkey,53,998,cluster_0
marklifescreen,LINK,812,2270,512,Mark Lifescreen,21,427,cluster_0
maroofi_javad,LINK,1,19,13,javad maroofi,0,4,cluster_0
maryrcoleman1,LINK,11,62,62,Mary R. Coleman,0,1,cluster_0
mastermonkey0,SHIB,1044,3258,2753,ElMonkey,0,1706,cluster_0
mdalimislamhri1,LINK,73,1151,687,Md Alim Islam Hridoy,0,734,cluster_0
mehdi95409906,LINK,3,833,652,Mehdi,1,513,cluster_0
mehedi7384,LINK,9,929,335,Chowdhury,0,474,cluster_0
meherul59257857,LINK,17,1774,1080,Meherul,0,834,cluster_0
meron77174142,ETH2,56,2941,5703,Meron,0,41,cluster_0
merrymichaelw,LINK,10553,400929,337360,MerryMichaelW ☭ #Communism ☭ #TUSC🎗 #BDS #BLM 🥂,38,6671,cluster_0
micdrf,LINK,446,336,2309,Mica,2,575,cluster_0
michelle_cruk,LINK,0,0,0,Michelle Mitchell,0,0,cluster_0
midhun50634776,SHIB,114,2093,630,🚀,1,708,cluster_0
milken_,LINK,767,44812,3858,DJ Milken,0,462,cluster_0
mirielle_17,SOL,933,12223,5067,A Mina,0,458,cluster_0
mitchayyyyyyyyy,LINK,0,0,0,Mitch,0,0,cluster_0
mojtaba_sh_,SHIB,23,1460,1926,Mojtaba Sh,2,90,cluster_0
mr26abdul,SHIB,428,4772,23175,Abdullah Amsyar,1,1342,cluster_0
mykolacoin,LINK,2,60,169,Mykola Mykola,0,7,cluster_0
nachedcuba,SOL,0,0,0,Nachely Pérez 🇨🇺,0,0,cluster_0
nadim9999,SHIB,108,823,2965,Mohammad Nadim,0,774,cluster_0
natashaxkaur,LINK,0,0,0,Natasha Kaur - Hairy Hammer Sickle OnlyFans,0,0,cluster_0
natcha_ink07,LINK,6,1806,3626,imyourink🧃🕯,0,57,cluster_0
nathan_pedrosaa,SOL,68,997,3338,nathan,0,220,cluster_0
neosobu,LINK,0,4,2,Elizabeth Osobu,0,31,cluster_0
niche787,SHIB,20,526,1142,Lycan,1,211,cluster_0
nickofman88,LINK,11,22,87,Nick Ofman,0,93,cluster_0
nnaemeka_titus,SHIB,3,27,7,TITUS NNAEMEKA,0,204,cluster_0
